ReviewID,CustomerID,ProductName,Category,Rating,ReviewText,ReviewDate,Channel,Country
REV0473,CUST9700,Protein Powder,Nutrition,4,Excellent value for money. Works perfectly as described.,2024-06-13,Mobile App,USA
REV0474,CUST6641,Running Shoes,Footwear,3,It's alright. Not the best I've used but not the worst either.,2024-12-21,In-Store,UK
REV0475,CUST2069,Running Shoes,Footwear,5,Totally worth every penny. Love everything about it!,2024-03-26,Website,Canada
REV0476,CUST3192,Smart Watch,Electronics,5,Really impressed with the build quality and performance.,2024-08-10,In-Store,Australia
REV0477,CUST4742,Smart Watch,Electronics,3,Decent product for the price. Could be better.,2024-01-10,Mobile App,UK
REV0478,CUST7006,Wireless Headphones,Electronics,3,Acceptable. Some minor issues but overall okay.,2024-03-04,Website,Australia
REV0479,CUST1785,Smart Watch,Electronics,3,Acceptable. Some minor issues but overall okay.,2024-10-31,Website,USA
REV0480,CUST3024,Running Shoes,Footwear,3,"Works as described. Nothing more, nothing less.",2024-07-13,In-Store,Australia
REV0481,CUST2654,Wireless Headphones,Electronics,5,Absolutely love this product! Exceeded all my expectations.,2024-08-03,In-Store,India
REV0482,CUST2928,Protein Powder,Nutrition,3,"Works as described. Nothing more, nothing less.",2024-09-18,In-Store,USA
REV0483,CUST9571,Running Shoes,Footwear,4,Totally worth every penny. Love everything about it!,2024-05-14,Mobile App,Canada
REV0484,CUST8875,Yoga Mat,Sports,5,Absolutely love this product! Exceeded all my expectations.,2024-04-16,In-Store,UK
REV0485,CUST9095,Running Shoes,Footwear,4,Best purchase I've made this year. Quality is outstanding.,2024-10-20,Mobile App,USA
REV0486,CUST4787,Protein Powder,Nutrition,5,Best purchase I've made this year. Quality is outstanding.,2024-11-25,Social Media,Canada
REV0487,CUST5760,Smart Watch,Electronics,4,Best purchase I've made this year. Quality is outstanding.,2024-01-21,In-Store,Canada
REV0488,CUST3267,Yoga Mat,Sports,3,Average quality. Nothing special but works fine.,2024-01-05,Mobile App,Canada
REV0489,CUST7105,Smart Watch,Electronics,2,Absolute garbage. Save your money and look elsewhere.,2024-02-17,In-Store,UK
REV0490,CUST8835,Running Shoes,Footwear,5,Five stars all the way. Incredible quality and comfort.,2024-07-16,Social Media,UK
REV0491,CUST7816,Running Shoes,Footwear,4,Absolutely love this product! Exceeded all my expectations.,2024-02-23,Social Media,India
REV0492,CUST1472,Yoga Mat,Sports,5,Great product! Customer service was also very helpful.,2024-11-09,Mobile App,Australia
REV0493,CUST2037,Yoga Mat,Sports,5,Great product! Customer service was also very helpful.,2024-01-24,In-Store,Canada
REV0494,CUST6542,Running Shoes,Footwear,3,Fine for occasional use but not for heavy duty.,2024-12-08,Website,Australia
REV0495,CUST1894,Wireless Headphones,Electronics,4,Great product! Customer service was also very helpful.,2024-10-12,Website,UK
REV0496,CUST9055,Protein Powder,Nutrition,1,Horrible product. Customer service was unhelpful too.,2024-02-08,In-Store,UK
REV0497,CUST7203,Smart Watch,Electronics,1,Very disappointed. Product quality is terrible.,2024-10-08,Social Media,UK
REV0498,CUST9166,Running Shoes,Footwear,5,Totally worth every penny. Love everything about it!,2024-02-15,Social Media,Canada
REV0499,CUST7755,Running Shoes,Footwear,1,Very disappointed. Product quality is terrible.,2024-07-25,Website,India
REV0500,CUST4389,Protein Powder,Nutrition,5,Best purchase I've made this year. Quality is outstanding.,2024-09-17,Social Media,Canada
